path,lang,inventory_status,broken_signals,task_group,assignee_team,state,pr_link,verification_status,verification_inventory_refresh,notes
lumiya_decompiled_source/com/google/common/base/Joiner.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/base/Splitter.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/base/Suppliers.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/cache/AbstractCache.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/cache/AbstractLoadingCache.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/cache/CacheLoader.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/cache/LocalCache.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/cache/RemovalNotification.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/AbstractMapEntry.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/AbstractMultiset.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/AbstractRangeSet.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ArrayTable.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ComputingConcurrentHashMap.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ConcurrentHashMultiset.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ContiguousSet.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableBiMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableClassToInstanceMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableCollection.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableEntry.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableList.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableListMultimap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableMultimap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableMultiset.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableRangeMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableRangeSet.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSetMultimap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedMapFauxverideShim.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedMultiset.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedMultisetFauxverideShim.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedSet.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableSortedSetFauxverideShim.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/ImmutableTable.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Iterables.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Iterators.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/LinkedListMultimap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/MapMakerInternalMap.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Maps.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Multimaps.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Multisets.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/RegularImmutableSortedSet.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Sets.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/Tables.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/TransformedListIterator.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/UnmodifiableIterator.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/UnmodifiableListIterator.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/collect/UnmodifiableSortedMultiset.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/eventbus/Dispatcher.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/eventbus/SubscriberRegistry.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/io/BaseEncoding.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/io/LittleEndianDataInputStream.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/math/IntMath.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Booleans.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Bytes.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Chars.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Doubles.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Floats.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Ints.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Longs.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/primitives/Shorts.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/reflect/ImmutableTypeToInstanceMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/reflect/MutableTypeToInstanceMap.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/reflect/TypeToken.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/reflect/TypeVisitor.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/reflect/Types.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/util/concurrent/AbstractScheduledService.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/util/concurrent/Futures.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/util/concurrent/ListenerCallQueue.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/common/util/concurrent/Monitor.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/JsonElement.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/JsonStreamParser.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/C$Gson$Preconditions.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/C$Gson$Types.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/Primitives.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/Streams.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/UnsafeAllocator.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/bind/TypeAdapters.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/internal/bind/util/ISO8601Utils.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/stream/JsonReader.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/gson/stream/JsonWriter.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/protobuf/nano/InternalNano.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/thirdparty/publicsuffix/TrieParser.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/cardboard/AndroidNCompat.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/cardboard/ContentProviderVrParamsProvider.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/cardboard/DisplaySynchronizer.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/cardboard/PerfMonitor.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/ndk/base/DaydreamApi.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/google/vr/ndk/base/GvrLayout.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/render/glres/GLSyncLoadQueue.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/res/anim/AnimationCache.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/res/collections/PriorityBinQueue.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/res/collections/WeakQueue.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/res/textures/TextureCompressedCache.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/SLCircuit.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/SLParcelInfo.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/auth/SLAuth.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/avatar/SLAnimatedMeshData.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/baker/BakeLayer.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/inventory/SLInventoryHTTPFetchRequest.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/llsd/EnhancedLLSDUtils.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/modules/SLMinimap.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/modules/rlv/RLVRestrictions.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/objects/SLObjectInfo.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/users/manager/ActiveChattersManager.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/users/manager/ObjectPopupsManager.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/slproto/users/manager/SyncManager.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/ui/chat/ContactsFragment.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/ui/common/DetailsActivity.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/ui/common/MasterDetailsActivity.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/ui/notify/OnlineNotificationInfo.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/ui/render/WorldViewActivity.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/utils/LinkedTreeNode.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/utils/PriorityBinQueue.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/utils/reqset/WeakRequestSet.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/lumiyaviewer/lumiya/utils/wlist/ChunkedListLoader.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
